"dv_type","sid","trial_type","response","feedback","age_year","age_category"
"2",8,"XY.XorY","Right",NA,NA,"Adults"
"2",10,"XY.XorY","Right",NA,NA,"Adults"
"2",14,"XY.XorY","Right",NA,NA,"Adults"
"2",16,"XY.XorY","Wrong",NA,NA,"Adults"
"2",20,"XY.XorY","Wrong",NA,NA,"Adults"
"2",22,"XY.XorY","Wrong",NA,NA,"Adults"
"2",24,"XY.XorY","Right",NA,NA,"Adults"
"2",26,"XY.XorY","Right",NA,NA,"Adults"
"2",29,"XY.XorY","Right",NA,NA,"Adults"
"2",30,"XY.XorY","Right",NA,NA,"Adults"
"2",34,"XY.XorY","Right",NA,NA,"Adults"
"2",39,"XY.XorY","Right",NA,NA,"Adults"
"2",40,"XY.XorY","Right",NA,NA,"Adults"
"2",41,"XY.XorY","Right",NA,NA,"Adults"
"2",42,"XY.XorY","Right",NA,NA,"Adults"
"2",43,"XY.XorY","Right",NA,NA,"Adults"
"2",44,"XY.XorY","Right",NA,NA,"Adults"
"2",45,"XY.XorY","Right",NA,NA,"Adults"
"2",47,"XY.XorY","Right",NA,NA,"Adults"
"2",48,"XY.XorY","Right",NA,NA,"Adults"
"2",50,"XY.XorY","Wrong",NA,NA,"Adults"
"2",51,"XY.XorY","Right",NA,NA,"Adults"
"2",52,"XY.XorY","Right",NA,NA,"Adults"
"2",56,"XY.XorY","Right",NA,NA,"Adults"
"2",57,"XY.XorY","Right",NA,NA,"Adults"
"2",59,"XY.XorY","Right",NA,NA,"Adults"
"2",61,"XY.XorY","Right",NA,NA,"Adults"
"2",64,"XY.XorY","Right",NA,NA,"Adults"
"2",65,"XY.XorY","Right",NA,NA,"Adults"
"2",68,"XY.XorY","Right",NA,NA,"Adults"
"2",72,"XY.XorY","Right",NA,NA,"Adults"
"2",73,"XY.XorY","Right",NA,NA,"Adults"
"2",76,"XY.XorY","Right",NA,NA,"Adults"
"2",78,"XY.XorY","Right",NA,NA,"Adults"
"2",79,"XY.XorY","Right",NA,NA,"Adults"
"2",81,"XY.XorY","Right",NA,NA,"Adults"
"2",83,"XY.XorY","Right",NA,NA,"Adults"
"2",85,"XY.XorY","Wrong",NA,NA,"Adults"
"2",87,"XY.XorY","Right",NA,NA,"Adults"
"2",88,"XY.XorY","Right",NA,NA,"Adults"
"2",91,"XY.XorY","Right",NA,NA,"Adults"
"2",92,"XY.XorY","Right",NA,NA,"Adults"
"2",94,"XY.XorY","Wrong",NA,NA,"Adults"
"2",97,"XY.XorY","Wrong",NA,NA,"Adults"
"2",99,"XY.XorY","Wrong",NA,NA,"Adults"
"2",101,"XY.XorY","Right",NA,NA,"Adults"
"2",103,"XY.XorY","Right",NA,NA,"Adults"
"2",105,"XY.XorY","Right",NA,NA,"Adults"
"2",106,"XY.XorY","Right",NA,NA,"Adults"
"2",108,"XY.XorY","Right",NA,NA,"Adults"
"2",1,"XY.YorZ","Right",NA,NA,"Adults"
"2",2,"XY.YorZ","Right",NA,NA,"Adults"
"2",3,"XY.YorZ","Right",NA,NA,"Adults"
"2",4,"XY.YorZ","Right",NA,NA,"Adults"
"2",5,"XY.YorZ","Right",NA,NA,"Adults"
"2",6,"XY.YorZ","Right",NA,NA,"Adults"
"2",7,"XY.YorZ","Right",NA,NA,"Adults"
"2",8,"XY.YorZ","Right",NA,NA,"Adults"
"2",10,"XY.YorZ","Right",NA,NA,"Adults"
"2",14,"XY.YorZ","Right",NA,NA,"Adults"
"2",16,"XY.YorZ","Right",NA,NA,"Adults"
"2",20,"XY.YorZ","Wrong",NA,NA,"Adults"
"2",22,"XY.YorZ","Right",NA,NA,"Adults"
"2",24,"XY.YorZ","Right",NA,NA,"Adults"
"2",26,"XY.YorZ","Right",NA,NA,"Adults"
"2",29,"XY.YorZ","Right",NA,NA,"Adults"
"2",30,"XY.YorZ","Right",NA,NA,"Adults"
"2",34,"XY.YorZ","Right",NA,NA,"Adults"
"2",39,"XY.YorZ","Right",NA,NA,"Adults"
"2",40,"XY.YorZ","Right",NA,NA,"Adults"
"2",41,"XY.YorZ","Right",NA,NA,"Adults"
"2",42,"XY.YorZ","Right",NA,NA,"Adults"
"2",43,"XY.YorZ","Right",NA,NA,"Adults"
"2",44,"XY.YorZ","Right",NA,NA,"Adults"
"2",45,"XY.YorZ","Right",NA,NA,"Adults"
"2",47,"XY.YorZ","Right",NA,NA,"Adults"
"2",48,"XY.YorZ","Right",NA,NA,"Adults"
"2",50,"XY.YorZ","Wrong",NA,NA,"Adults"
"2",51,"XY.YorZ","Right",NA,NA,"Adults"
"2",52,"XY.YorZ","Right",NA,NA,"Adults"
"2",56,"XY.YorZ","Right",NA,NA,"Adults"
"2",57,"XY.YorZ","Right",NA,NA,"Adults"
"2",59,"XY.YorZ","Right",NA,NA,"Adults"
"2",61,"XY.YorZ","Right",NA,NA,"Adults"
"2",64,"XY.YorZ","Right",NA,NA,"Adults"
"2",65,"XY.YorZ","Right",NA,NA,"Adults"
"2",68,"XY.YorZ","Right",NA,NA,"Adults"
"2",72,"XY.YorZ","Right",NA,NA,"Adults"
"2",73,"XY.YorZ","Wrong",NA,NA,"Adults"
"2",76,"XY.YorZ","Right",NA,NA,"Adults"
"2",78,"XY.YorZ","Wrong",NA,NA,"Adults"
"2",79,"XY.YorZ","Right",NA,NA,"Adults"
"2",81,"XY.YorZ","Right",NA,NA,"Adults"
"2",83,"XY.YorZ","Right",NA,NA,"Adults"
"2",85,"XY.YorZ","Right",NA,NA,"Adults"
"2",87,"XY.YorZ","Wrong",NA,NA,"Adults"
"2",88,"XY.YorZ","Right",NA,NA,"Adults"
"2",91,"XY.YorZ","Right",NA,NA,"Adults"
"2",92,"XY.YorZ","Right",NA,NA,"Adults"
"2",94,"XY.YorZ","Right",NA,NA,"Adults"
"2",97,"XY.YorZ","Right",NA,NA,"Adults"
"2",99,"XY.YorZ","Wrong",NA,NA,"Adults"
"2",101,"XY.YorZ","Right",NA,NA,"Adults"
"2",103,"XY.YorZ","Right",NA,NA,"Adults"
"2",105,"XY.YorZ","Wrong",NA,NA,"Adults"
"2",106,"XY.YorZ","Right",NA,NA,"Adults"
"2",108,"XY.YorZ","Right",NA,NA,"Adults"
"2",1,"XY.Z","Wrong",NA,NA,"Adults"
"2",2,"XY.Z","Wrong",NA,NA,"Adults"
"2",3,"XY.Z","Wrong",NA,NA,"Adults"
"2",4,"XY.Z","Wrong",NA,NA,"Adults"
"2",5,"XY.Z","Wrong",NA,NA,"Adults"
"2",6,"XY.Z","Wrong",NA,NA,"Adults"
"2",7,"XY.Z","Wrong",NA,NA,"Adults"
"2",8,"XY.Z","Wrong",NA,NA,"Adults"
"2",10,"XY.Z","Wrong",NA,NA,"Adults"
"2",14,"XY.Z","Wrong",NA,NA,"Adults"
"2",16,"XY.Z","Wrong",NA,NA,"Adults"
"2",20,"XY.Z","Wrong",NA,NA,"Adults"
"2",22,"XY.Z","Wrong",NA,NA,"Adults"
"2",24,"XY.Z","Wrong",NA,NA,"Adults"
"2",26,"XY.Z","Wrong",NA,NA,"Adults"
"2",29,"XY.Z","Wrong",NA,NA,"Adults"
"2",30,"XY.Z","Wrong",NA,NA,"Adults"
"2",34,"XY.Z","Wrong",NA,NA,"Adults"
"2",39,"XY.Z","Wrong",NA,NA,"Adults"
"2",40,"XY.Z","Wrong",NA,NA,"Adults"
"2",41,"XY.Z","Wrong",NA,NA,"Adults"
"2",42,"XY.Z","Wrong",NA,NA,"Adults"
"2",43,"XY.Z","Wrong",NA,NA,"Adults"
"2",44,"XY.Z","Wrong",NA,NA,"Adults"
"2",45,"XY.Z","Wrong",NA,NA,"Adults"
"2",47,"XY.Z","Wrong",NA,NA,"Adults"
"2",48,"XY.Z","Wrong",NA,NA,"Adults"
"2",50,"XY.Z","Wrong",NA,NA,"Adults"
"2",51,"XY.Z","Wrong",NA,NA,"Adults"
"2",52,"XY.Z","Wrong",NA,NA,"Adults"
"2",56,"XY.Z","Wrong",NA,NA,"Adults"
"2",57,"XY.Z","Wrong",NA,NA,"Adults"
"2",59,"XY.Z","Wrong",NA,NA,"Adults"
"2",61,"XY.Z","Wrong",NA,NA,"Adults"
"2",64,"XY.Z","Wrong",NA,NA,"Adults"
"2",65,"XY.Z","Wrong",NA,NA,"Adults"
"2",68,"XY.Z","Wrong",NA,NA,"Adults"
"2",72,"XY.Z","Wrong",NA,NA,"Adults"
"2",73,"XY.Z","Wrong",NA,NA,"Adults"
"2",76,"XY.Z","Wrong",NA,NA,"Adults"
"2",78,"XY.Z","Wrong",NA,NA,"Adults"
"2",79,"XY.Z","Wrong",NA,NA,"Adults"
"2",81,"XY.Z","Wrong",NA,NA,"Adults"
"2",83,"XY.Z","Wrong",NA,NA,"Adults"
"2",85,"XY.Z","Wrong",NA,NA,"Adults"
"2",87,"XY.Z","Wrong",NA,NA,"Adults"
"2",88,"XY.Z","Wrong",NA,NA,"Adults"
"2",91,"XY.Z","Wrong",NA,NA,"Adults"
"2",92,"XY.Z","Wrong",NA,NA,"Adults"
"2",94,"XY.Z","Wrong",NA,NA,"Adults"
"2",97,"XY.Z","Wrong",NA,NA,"Adults"
"2",99,"XY.Z","Wrong",NA,NA,"Adults"
"2",101,"XY.Z","Wrong",NA,NA,"Adults"
"2",103,"XY.Z","Wrong",NA,NA,"Adults"
"2",105,"XY.Z","Wrong",NA,NA,"Adults"
"2",106,"XY.Z","Wrong",NA,NA,"Adults"
"2",108,"XY.Z","Wrong",NA,NA,"Adults"
"2",1,"XY.X","Right",NA,NA,"Adults"
"2",2,"XY.X","Right",NA,NA,"Adults"
"2",3,"XY.X","Right",NA,NA,"Adults"
"2",4,"XY.X","Right",NA,NA,"Adults"
"2",5,"XY.X","Right",NA,NA,"Adults"
"2",6,"XY.X","Right",NA,NA,"Adults"
"2",7,"XY.X","Right",NA,NA,"Adults"
"2",8,"XY.X","Right",NA,NA,"Adults"
"2",10,"XY.X","Right",NA,NA,"Adults"
"2",14,"XY.X","Right",NA,NA,"Adults"
"2",16,"XY.X","Right",NA,NA,"Adults"
"2",20,"XY.X","Wrong",NA,NA,"Adults"
"2",22,"XY.X","Right",NA,NA,"Adults"
"2",24,"XY.X","Right",NA,NA,"Adults"
"2",26,"XY.X","Right",NA,NA,"Adults"
"2",29,"XY.X","Right",NA,NA,"Adults"
"2",30,"XY.X","Right",NA,NA,"Adults"
"2",34,"XY.X","Right",NA,NA,"Adults"
"2",39,"XY.X","Right",NA,NA,"Adults"
"2",40,"XY.X","Right",NA,NA,"Adults"
"2",41,"XY.X","Wrong",NA,NA,"Adults"
"2",42,"XY.X","Right",NA,NA,"Adults"
"2",43,"XY.X","Right",NA,NA,"Adults"
"2",44,"XY.X","Right",NA,NA,"Adults"
"2",45,"XY.X","Right",NA,NA,"Adults"
"2",47,"XY.X","Right",NA,NA,"Adults"
"2",48,"XY.X","Right",NA,NA,"Adults"
"2",50,"XY.X","Wrong",NA,NA,"Adults"
"2",51,"XY.X","Right",NA,NA,"Adults"
"2",52,"XY.X","Right",NA,NA,"Adults"
"2",56,"XY.X","Right",NA,NA,"Adults"
"2",57,"XY.X","Right",NA,NA,"Adults"
"2",59,"XY.X","Right",NA,NA,"Adults"
"2",61,"XY.X","Right",NA,NA,"Adults"
"2",64,"XY.X","Right",NA,NA,"Adults"
"2",65,"XY.X","Right",NA,NA,"Adults"
"2",68,"XY.X","Right",NA,NA,"Adults"
"2",72,"XY.X","Right",NA,NA,"Adults"
"2",73,"XY.X","Right",NA,NA,"Adults"
"2",76,"XY.X","Wrong",NA,NA,"Adults"
"2",78,"XY.X","Right",NA,NA,"Adults"
"2",79,"XY.X","Right",NA,NA,"Adults"
"2",81,"XY.X","Right",NA,NA,"Adults"
"2",83,"XY.X","Right",NA,NA,"Adults"
"2",85,"XY.X","Right",NA,NA,"Adults"
"2",87,"XY.X","Right",NA,NA,"Adults"
"2",88,"XY.X","Right",NA,NA,"Adults"
"2",91,"XY.X","Right",NA,NA,"Adults"
"2",92,"XY.X","Right",NA,NA,"Adults"
"2",94,"XY.X","Right",NA,NA,"Adults"
"2",97,"XY.X","Right",NA,NA,"Adults"
"2",99,"XY.X","Wrong",NA,NA,"Adults"
"2",101,"XY.X","Right",NA,NA,"Adults"
"2",103,"XY.X","Right",NA,NA,"Adults"
"2",105,"XY.X","Right",NA,NA,"Adults"
"2",106,"XY.X","Right",NA,NA,"Adults"
"2",108,"XY.X","Right",NA,NA,"Adults"
"3",9,"X.X","Right",NA,NA,"Adults"
"3",11,"X.X","Right",NA,NA,"Adults"
"3",12,"X.X","Right",NA,NA,"Adults"
"3",13,"X.X","Right",NA,NA,"Adults"
"3",15,"X.X","Right",NA,NA,"Adults"
"3",17,"X.X","Right",NA,NA,"Adults"
"3",18,"X.X","Right",NA,NA,"Adults"
"3",19,"X.X","Right",NA,NA,"Adults"
"3",21,"X.X","Right",NA,NA,"Adults"
"3",23,"X.X","Right",NA,NA,"Adults"
"3",25,"X.X","Right",NA,NA,"Adults"
"3",27,"X.X","Right",NA,NA,"Adults"
"3",28,"X.X","Right",NA,NA,"Adults"
"3",31,"X.X","Right",NA,NA,"Adults"
"3",32,"X.X","Right",NA,NA,"Adults"
"3",33,"X.X","Right",NA,NA,"Adults"
"3",35,"X.X","Right",NA,NA,"Adults"
"3",36,"X.X","Right",NA,NA,"Adults"
"3",37,"X.X","Right",NA,NA,"Adults"
"3",38,"X.X","Right",NA,NA,"Adults"
"3",46,"X.X","Right",NA,NA,"Adults"
"3",49,"X.X","Right",NA,NA,"Adults"
"3",53,"X.X","Right",NA,NA,"Adults"
"3",54,"X.X","Right",NA,NA,"Adults"
"3",55,"X.X","Right",NA,NA,"Adults"
"3",58,"X.X","Right",NA,NA,"Adults"
"3",60,"X.X","Right",NA,NA,"Adults"
"3",62,"X.X","Right",NA,NA,"Adults"
"3",63,"X.X","Right",NA,NA,"Adults"
"3",66,"X.X","Right",NA,NA,"Adults"
"3",67,"X.X","Right",NA,NA,"Adults"
"3",69,"X.X","Right",NA,NA,"Adults"
"3",70,"X.X","Right",NA,NA,"Adults"
"3",71,"X.X","Right",NA,NA,"Adults"
"3",74,"X.X","Right",NA,NA,"Adults"
"3",75,"X.X","Right",NA,NA,"Adults"
"3",77,"X.X","Right",NA,NA,"Adults"
"3",80,"X.X","Right",NA,NA,"Adults"
"3",82,"X.X","Right",NA,NA,"Adults"
"3",84,"X.X","Right",NA,NA,"Adults"
"3",86,"X.X","Right",NA,NA,"Adults"
"3",89,"X.X","Right",NA,NA,"Adults"
"3",90,"X.X","Right",NA,NA,"Adults"
"3",93,"X.X","Right",NA,NA,"Adults"
"3",95,"X.X","Right",NA,NA,"Adults"
"3",96,"X.X","Right",NA,NA,"Adults"
"3",98,"X.X","Right",NA,NA,"Adults"
"3",100,"X.X","Right",NA,NA,"Adults"
"3",102,"X.X","Right",NA,NA,"Adults"
"3",104,"X.X","Right",NA,NA,"Adults"
"3",107,"X.X","Right",NA,NA,"Adults"
"3",109,"X.X","Right",NA,NA,"Adults"
"3",9,"XY.XandY","Right",NA,NA,"Adults"
"3",11,"XY.XandY","Right",NA,NA,"Adults"
"3",12,"XY.XandY","Right",NA,NA,"Adults"
"3",13,"XY.XandY","Right",NA,NA,"Adults"
"3",15,"XY.XandY","Right",NA,NA,"Adults"
"3",17,"XY.XandY","Right",NA,NA,"Adults"
"3",18,"XY.XandY","Right",NA,NA,"Adults"
"3",19,"XY.XandY","Right",NA,NA,"Adults"
"3",21,"XY.XandY","Right",NA,NA,"Adults"
"3",23,"XY.XandY","Right",NA,NA,"Adults"
"3",25,"XY.XandY","Right",NA,NA,"Adults"
"3",27,"XY.XandY","Right",NA,NA,"Adults"
"3",28,"XY.XandY","Right",NA,NA,"Adults"
"3",31,"XY.XandY","Right",NA,NA,"Adults"
"3",32,"XY.XandY","Right",NA,NA,"Adults"
"3",33,"XY.XandY","Right",NA,NA,"Adults"
"3",35,"XY.XandY","Right",NA,NA,"Adults"
"3",36,"XY.XandY","Right",NA,NA,"Adults"
"3",37,"XY.XandY","Right",NA,NA,"Adults"
"3",38,"XY.XandY","Right",NA,NA,"Adults"
"3",46,"XY.XandY","Right",NA,NA,"Adults"
"3",49,"XY.XandY","Right",NA,NA,"Adults"
"3",53,"XY.XandY","Right",NA,NA,"Adults"
"3",54,"XY.XandY","Right",NA,NA,"Adults"
"3",55,"XY.XandY","Right",NA,NA,"Adults"
"3",58,"XY.XandY","Right",NA,NA,"Adults"
"3",60,"XY.XandY","Right",NA,NA,"Adults"
"3",62,"XY.XandY","Right",NA,NA,"Adults"
"3",63,"XY.XandY","Right",NA,NA,"Adults"
"3",66,"XY.XandY","Right",NA,NA,"Adults"
"3",67,"XY.XandY","Right",NA,NA,"Adults"
"3",69,"XY.XandY","Right",NA,NA,"Adults"
"3",70,"XY.XandY","Right",NA,NA,"Adults"
"3",71,"XY.XandY","Right",NA,NA,"Adults"
"3",74,"XY.XandY","Right",NA,NA,"Adults"
"3",75,"XY.XandY","Right",NA,NA,"Adults"
"3",77,"XY.XandY","Right",NA,NA,"Adults"
"3",80,"XY.XandY","Right",NA,NA,"Adults"
"3",82,"XY.XandY","Right",NA,NA,"Adults"
"3",84,"XY.XandY","Right",NA,NA,"Adults"
"3",86,"XY.XandY","Right",NA,NA,"Adults"
"3",89,"XY.XandY","Right",NA,NA,"Adults"
"3",90,"XY.XandY","Right",NA,NA,"Adults"
"3",93,"XY.XandY","Right",NA,NA,"Adults"
"3",95,"XY.XandY","Right",NA,NA,"Adults"
"3",96,"XY.XandY","Right",NA,NA,"Adults"
"3",98,"XY.XandY","Right",NA,NA,"Adults"
"3",100,"XY.XandY","Right",NA,NA,"Adults"
"3",102,"XY.XandY","Right",NA,NA,"Adults"
"3",104,"XY.XandY","Right",NA,NA,"Adults"
"3",107,"XY.XandY","Right",NA,NA,"Adults"
"3",109,"XY.XandY","Right",NA,NA,"Adults"
"3",9,"X.Y","Wrong",NA,NA,"Adults"
"3",11,"X.Y","Wrong",NA,NA,"Adults"
"3",12,"X.Y","Wrong",NA,NA,"Adults"
"3",13,"X.Y","Wrong",NA,NA,"Adults"
"3",15,"X.Y","Wrong",NA,NA,"Adults"
"3",17,"X.Y","Wrong",NA,NA,"Adults"
"3",18,"X.Y","Wrong",NA,NA,"Adults"
"3",19,"X.Y","Wrong",NA,NA,"Adults"
"3",21,"X.Y","Wrong",NA,NA,"Adults"
"3",23,"X.Y","Wrong",NA,NA,"Adults"
"3",25,"X.Y","Wrong",NA,NA,"Adults"
"3",27,"X.Y","Wrong",NA,NA,"Adults"
"3",28,"X.Y","Wrong",NA,NA,"Adults"
"3",31,"X.Y","Right",NA,NA,"Adults"
"3",32,"X.Y","Wrong",NA,NA,"Adults"
"3",33,"X.Y","Wrong",NA,NA,"Adults"
"3",35,"X.Y","Wrong",NA,NA,"Adults"
"3",36,"X.Y","Wrong",NA,NA,"Adults"
"3",37,"X.Y","Wrong",NA,NA,"Adults"
"3",38,"X.Y","Wrong",NA,NA,"Adults"
"3",46,"X.Y","Wrong",NA,NA,"Adults"
"3",49,"X.Y","Wrong",NA,NA,"Adults"
"3",53,"X.Y","Wrong",NA,NA,"Adults"
"3",54,"X.Y","Wrong",NA,NA,"Adults"
"3",55,"X.Y","Wrong",NA,NA,"Adults"
"3",58,"X.Y","Wrong",NA,NA,"Adults"
"3",60,"X.Y","Wrong",NA,NA,"Adults"
"3",62,"X.Y","Wrong",NA,NA,"Adults"
"3",63,"X.Y","Wrong",NA,NA,"Adults"
"3",66,"X.Y","Wrong",NA,NA,"Adults"
"3",67,"X.Y","Wrong",NA,NA,"Adults"
"3",69,"X.Y","Wrong",NA,NA,"Adults"
"3",70,"X.Y","Wrong",NA,NA,"Adults"
"3",71,"X.Y","Wrong",NA,NA,"Adults"
"3",74,"X.Y","Wrong",NA,NA,"Adults"
"3",75,"X.Y","Wrong",NA,NA,"Adults"
"3",77,"X.Y","Wrong",NA,NA,"Adults"
"3",80,"X.Y","Wrong",NA,NA,"Adults"
"3",82,"X.Y","Wrong",NA,NA,"Adults"
"3",84,"X.Y","Wrong",NA,NA,"Adults"
"3",86,"X.Y","Wrong",NA,NA,"Adults"
"3",89,"X.Y","Wrong",NA,NA,"Adults"
"3",90,"X.Y","Wrong",NA,NA,"Adults"
"3",93,"X.Y","Wrong",NA,NA,"Adults"
"3",95,"X.Y","Wrong",NA,NA,"Adults"
"3",96,"X.Y","Wrong",NA,NA,"Adults"
"3",98,"X.Y","Wrong",NA,NA,"Adults"
"3",100,"X.Y","Wrong",NA,NA,"Adults"
"3",102,"X.Y","Wrong",NA,NA,"Adults"
"3",104,"X.Y","Wrong",NA,NA,"Adults"
"3",107,"X.Y","Wrong",NA,NA,"Adults"
"3",109,"X.Y","Wrong",NA,NA,"Adults"
"3",9,"X.XandY","Wrong",NA,NA,"Adults"
"3",11,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",12,"X.XandY","Wrong",NA,NA,"Adults"
"3",13,"X.XandY","Wrong",NA,NA,"Adults"
"3",15,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",17,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",18,"X.XandY","Wrong",NA,NA,"Adults"
"3",19,"X.XandY","Wrong",NA,NA,"Adults"
"3",21,"X.XandY","Wrong",NA,NA,"Adults"
"3",23,"X.XandY","Wrong",NA,NA,"Adults"
"3",25,"X.XandY","Wrong",NA,NA,"Adults"
"3",27,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",28,"X.XandY","Wrong",NA,NA,"Adults"
"3",31,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",32,"X.XandY","Wrong",NA,NA,"Adults"
"3",33,"X.XandY","Wrong",NA,NA,"Adults"
"3",35,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",36,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",37,"X.XandY","Wrong",NA,NA,"Adults"
"3",38,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",46,"X.XandY","Wrong",NA,NA,"Adults"
"3",49,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",53,"X.XandY","Wrong",NA,NA,"Adults"
"3",54,"X.XandY","Wrong",NA,NA,"Adults"
"3",55,"X.XandY","Wrong",NA,NA,"Adults"
"3",58,"X.XandY","Wrong",NA,NA,"Adults"
"3",60,"X.XandY","Wrong",NA,NA,"Adults"
"3",62,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",63,"X.XandY","Wrong",NA,NA,"Adults"
"3",66,"X.XandY","Wrong",NA,NA,"Adults"
"3",67,"X.XandY","Kinda Right",NA,NA,"Adults"
"3",69,"X.XandY","Wrong",NA,NA,"Adults"
"3",70,"X.XandY","Wrong",NA,NA,"Adults"
"3",71,"X.XandY","Wrong",NA,NA,"Adults"
"3",74,"X.XandY","Wrong",NA,NA,"Adults"
